"subject","body","type","priority","snowflake_level","language"
"[TKT-06073] crm connector - returns timeout","Das Team support meldet, dass crm connector returns timeout after cache clear. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06073.","Request","low","MEDIUM","de"
"[TKT-06074] search index - breaks session state","Das Team finance meldet, dass search index breaks session state after cache clear. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06074.","Request","low","PRO","de"
"[TKT-06075] search index - drops connection","Das Team hr meldet, dass search index drops connection after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06075.","Request","high","BASIC","de"
"[TKT-06076] mobile app - returns 500 error","El equipo de security reporta que mobile app returns 500 error during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06076.","Incident","high","BASIC","es"
"[TKT-06077] billing service - has intermittent errors","Team support reports that billing service has intermittent errors when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06077.","Incident","high","MEDIUM","en"
"[TKT-06078] notification worker - returns 500 error","El equipo de analytics reporta que notification worker returns 500 error during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06078.","Request","low","PRO","es"
"[TKT-06079] etl pipeline - drops connection","Das Team hr meldet, dass etl pipeline drops connection during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06079.","Incident","medium","MEDIUM","de"
"[TKT-06080] notification worker - fails validation","El equipo de ops reporta que notification worker fails validation when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06080.","Request","low","BASIC","es"
"[TKT-06081] api gateway - creates duplicate entries","Das Team sales meldet, dass api gateway creates duplicate entries when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06081.","Request","high","PRO","de"
"[TKT-06082] api gateway - rejects valid input","El equipo de ops reporta que api gateway rejects valid input after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06082.","Incident","medium","PRO","es"
"[TKT-06083] notification worker - is slow under load","Team analytics reports that notification worker is slow under load after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-06083.","Problem","medium","PRO","en"
"[TKT-06084] search index - creates duplicate entries","El equipo de support reporta que search index creates duplicate entries while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06084.","Incident","medium","BASIC","es"
"[TKT-06085] billing service - has intermittent errors","Das Team security meldet, dass billing service has intermittent errors when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06085.","Incident","high","BASIC","de"
"[TKT-06086] crm connector - returns timeout","Das Team finance meldet, dass crm connector returns timeout when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06086.","Request","low","BASIC","de"
"[TKT-06087] crm connector - rejects valid input","Team support reports that crm connector rejects valid input after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06087.","Problem","low","PRO","en"
"[TKT-06088] search index - creates duplicate entries","Team finance reports that search index creates duplicate entries after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06088.","Problem","high","MEDIUM","en"
"[TKT-06089] web dashboard - misses scheduled tasks","El equipo de finance reporta que web dashboard misses scheduled tasks when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06089.","Request","medium","PRO","es"
"[TKT-06090] etl pipeline - fails validation","Team product reports that etl pipeline fails validation during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06090.","Problem","medium","MEDIUM","en"
"[TKT-06091] payment processor - returns 500 error","El equipo de product reporta que payment processor returns 500 error when processing bulk updates. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06091.","Incident","high","MEDIUM","es"
"[TKT-06092] etl pipeline - returns 500 error","Team analytics reports that etl pipeline returns 500 error during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06092.","Request","low","BASIC","en"
"[TKT-06093] data sync - shows stale data","Das Team support meldet, dass data sync shows stale data during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06093.","Request","medium","PRO","de"
"[TKT-06094] api gateway - returns 500 error","Team product reports that api gateway returns 500 error when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06094.","Incident","medium","BASIC","en"
"[TKT-06095] notification worker - fails validation","Team ops reports that notification worker fails validation after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06095.","Problem","low","PRO","en"
"[TKT-06096] billing service - misses scheduled tasks","Team hr reports that billing service misses scheduled tasks after latest deploy. Please investigate and provide mitigation steps. Internal reference TKT-06096.","Problem","low","MEDIUM","en"
"[TKT-06097] mobile app - creates duplicate entries","El equipo de support reporta que mobile app creates duplicate entries during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06097.","Problem","high","BASIC","es"
"[TKT-06098] data sync - fails validation","Das Team finance meldet, dass data sync fails validation after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06098.","Incident","low","BASIC","de"
"[TKT-06099] mobile app - drops connection","El equipo de analytics reporta que mobile app drops connection while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06099.","Request","medium","MEDIUM","es"
"[TKT-06100] notification worker - rejects valid input","El equipo de analytics reporta que notification worker rejects valid input when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06100.","Request","high","BASIC","es"
"[TKT-06101] auth service - breaks session state","El equipo de support reporta que auth service breaks session state after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06101.","Incident","low","MEDIUM","es"
"[TKT-06102] crm connector - drops connection","Das Team hr meldet, dass crm connector drops connection while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06102.","Incident","medium","MEDIUM","de"
"[TKT-06103] data sync - cannot export report","Das Team sales meldet, dass data sync cannot export report after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06103.","Incident","low","PRO","de"
"[TKT-06104] auth service - returns timeout","Das Team hr meldet, dass auth service returns timeout while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06104.","Incident","low","PRO","de"
"[TKT-06105] etl pipeline - returns timeout","El equipo de analytics reporta que etl pipeline returns timeout after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06105.","Request","medium","PRO","es"
"[TKT-06106] reporting job - shows stale data","Team ops reports that reporting job shows stale data while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06106.","Incident","medium","PRO","en"
"[TKT-06107] mobile app - breaks session state","El equipo de security reporta que mobile app breaks session state after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06107.","Request","high","BASIC","es"
"[TKT-06108] etl pipeline - fails validation","El equipo de sales reporta que etl pipeline fails validation after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06108.","Incident","low","MEDIUM","es"
"[TKT-06109] auth service - creates duplicate entries","Team analytics reports that auth service creates duplicate entries during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06109.","Problem","low","BASIC","en"
"[TKT-06110] mobile app - creates duplicate entries","El equipo de finance reporta que mobile app creates duplicate entries after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06110.","Problem","low","PRO","es"
"[TKT-06111] notification worker - fails validation","Team security reports that notification worker fails validation after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06111.","Request","high","PRO","en"
"[TKT-06112] auth service - is slow under load","Team analytics reports that auth service is slow under load after latest deploy. Please investigate and provide mitigation steps. Internal reference TKT-06112.","Incident","medium","BASIC","en"
"[TKT-06113] mobile app - creates duplicate entries","Das Team hr meldet, dass mobile app creates duplicate entries after latest deploy. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06113.","Request","high","MEDIUM","de"
"[TKT-06114] data sync - is slow under load","Team finance reports that data sync is slow under load after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-06114.","Request","high","MEDIUM","en"
"[TKT-06115] search index - fails validation","Team finance reports that search index fails validation while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06115.","Problem","low","MEDIUM","en"
"[TKT-06116] web dashboard - is slow under load","Das Team sales meldet, dass web dashboard is slow under load during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06116.","Request","low","PRO","de"
"[TKT-06117] payment processor - returns 500 error","El equipo de analytics reporta que payment processor returns 500 error while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06117.","Problem","high","BASIC","es"
"[TKT-06118] billing service - misses scheduled tasks","Team ops reports that billing service misses scheduled tasks during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06118.","Incident","low","PRO","en"
"[TKT-06119] billing service - returns 500 error","El equipo de support reporta que billing service returns 500 error during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06119.","Request","medium","PRO","es"
"[TKT-06120] api gateway - is slow under load","Team ops reports that api gateway is slow under load during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06120.","Problem","medium","MEDIUM","en"
"[TKT-06121] payment processor - is slow under load","Team product reports that payment processor is slow under load when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06121.","Request","low","PRO","en"
"[TKT-06122] crm connector - cannot export report","Team hr reports that crm connector cannot export report while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06122.","Problem","high","PRO","en"
"[TKT-06123] payment processor - rejects valid input","Team sales reports that payment processor rejects valid input during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06123.","Request","high","MEDIUM","en"
"[TKT-06124] mobile app - has intermittent errors","Das Team product meldet, dass mobile app has intermittent errors during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06124.","Incident","low","MEDIUM","de"
"[TKT-06125] search index - shows stale data","Team hr reports that search index shows stale data when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06125.","Problem","medium","PRO","en"
"[TKT-06126] web dashboard - has intermittent errors","El equipo de sales reporta que web dashboard has intermittent errors after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06126.","Request","medium","BASIC","es"
"[TKT-06127] data sync - has intermittent errors","Das Team analytics meldet, dass data sync has intermittent errors after latest deploy. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06127.","Incident","high","MEDIUM","de"
"[TKT-06128] reporting job - fails validation","El equipo de finance reporta que reporting job fails validation during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06128.","Request","high","PRO","es"
"[TKT-06129] payment processor - shows stale data","Team product reports that payment processor shows stale data when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06129.","Incident","high","PRO","en"
"[TKT-06130] search index - has intermittent errors","El equipo de support reporta que search index has intermittent errors after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06130.","Problem","low","PRO","es"
"[TKT-06131] crm connector - creates duplicate entries","Team ops reports that crm connector creates duplicate entries when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06131.","Request","high","PRO","en"
"[TKT-06132] mobile app - returns timeout","Team sales reports that mobile app returns timeout when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06132.","Request","high","MEDIUM","en"
"[TKT-06133] data sync - creates duplicate entries","Das Team ops meldet, dass data sync creates duplicate entries after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06133.","Problem","low","PRO","de"
"[TKT-06134] notification worker - breaks session state","Team security reports that notification worker breaks session state during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06134.","Request","medium","PRO","en"
"[TKT-06135] billing service - drops connection","El equipo de sales reporta que billing service drops connection after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06135.","Request","medium","BASIC","es"
"[TKT-06136] web dashboard - cannot export report","Das Team finance meldet, dass web dashboard cannot export report when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06136.","Incident","high","MEDIUM","de"
"[TKT-06137] billing service - fails validation","El equipo de support reporta que billing service fails validation during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06137.","Request","medium","PRO","es"
"[TKT-06138] data sync - fails validation","Team support reports that data sync fails validation when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06138.","Request","high","BASIC","en"
"[TKT-06139] mobile app - misses scheduled tasks","Das Team analytics meldet, dass mobile app misses scheduled tasks when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06139.","Incident","low","BASIC","de"
"[TKT-06140] api gateway - has intermittent errors","El equipo de sales reporta que api gateway has intermittent errors after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06140.","Problem","medium","BASIC","es"
"[TKT-06141] search index - is slow under load","El equipo de finance reporta que search index is slow under load while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06141.","Incident","medium","MEDIUM","es"
"[TKT-06142] notification worker - is slow under load","El equipo de analytics reporta que notification worker is slow under load after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06142.","Incident","low","PRO","es"
"[TKT-06143] api gateway - rejects valid input","Team sales reports that api gateway rejects valid input when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06143.","Incident","low","BASIC","en"
"[TKT-06144] billing service - breaks session state","Team support reports that billing service breaks session state during background sync. Please investigate and provide mitigation steps. Internal reference TKT-06144.","Request","medium","BASIC","en"
"[TKT-06145] etl pipeline - misses scheduled tasks","Das Team product meldet, dass etl pipeline misses scheduled tasks when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06145.","Request","high","MEDIUM","de"
"[TKT-06146] mobile app - returns 500 error","El equipo de security reporta que mobile app returns 500 error after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06146.","Incident","medium","BASIC","es"
"[TKT-06147] search index - drops connection","Das Team product meldet, dass search index drops connection while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06147.","Request","high","BASIC","de"
"[TKT-06148] reporting job - misses scheduled tasks","Das Team product meldet, dass reporting job misses scheduled tasks during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06148.","Problem","high","PRO","de"
"[TKT-06149] etl pipeline - is slow under load","Team analytics reports that etl pipeline is slow under load after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06149.","Request","low","PRO","en"
"[TKT-06150] data sync - breaks session state","El equipo de ops reporta que data sync breaks session state during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06150.","Request","medium","PRO","es"
"[TKT-06151] payment processor - shows stale data","El equipo de finance reporta que payment processor shows stale data during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06151.","Incident","high","MEDIUM","es"
"[TKT-06152] payment processor - breaks session state","El equipo de finance reporta que payment processor breaks session state after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06152.","Incident","low","BASIC","es"
"[TKT-06153] crm connector - shows stale data","El equipo de sales reporta que crm connector shows stale data after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06153.","Incident","medium","PRO","es"
"[TKT-06154] data sync - cannot export report","Team product reports that data sync cannot export report when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06154.","Incident","medium","BASIC","en"
"[TKT-06155] api gateway - has intermittent errors","El equipo de support reporta que api gateway has intermittent errors after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06155.","Request","medium","BASIC","es"
"[TKT-06156] etl pipeline - drops connection","Das Team hr meldet, dass etl pipeline drops connection during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06156.","Problem","high","MEDIUM","de"
"[TKT-06157] billing service - fails validation","Das Team support meldet, dass billing service fails validation while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06157.","Problem","low","BASIC","de"
"[TKT-06158] search index - has intermittent errors","Das Team security meldet, dass search index has intermittent errors when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06158.","Incident","high","PRO","de"
"[TKT-06159] billing service - returns 500 error","Team product reports that billing service returns 500 error during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06159.","Incident","low","PRO","en"
"[TKT-06160] reporting job - returns 500 error","Team sales reports that reporting job returns 500 error when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06160.","Problem","high","MEDIUM","en"
"[TKT-06161] web dashboard - breaks session state","Team finance reports that web dashboard breaks session state during background sync. Please investigate and provide mitigation steps. Internal reference TKT-06161.","Request","medium","MEDIUM","en"
"[TKT-06162] etl pipeline - breaks session state","Das Team ops meldet, dass etl pipeline breaks session state after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06162.","Incident","low","MEDIUM","de"
"[TKT-06163] search index - fails validation","Das Team ops meldet, dass search index fails validation while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06163.","Problem","medium","MEDIUM","de"
"[TKT-06164] etl pipeline - returns timeout","Team sales reports that etl pipeline returns timeout after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-06164.","Incident","medium","PRO","en"
"[TKT-06165] crm connector - shows stale data","Team finance reports that crm connector shows stale data during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06165.","Problem","low","BASIC","en"
"[TKT-06166] reporting job - fails validation","El equipo de security reporta que reporting job fails validation during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06166.","Request","low","PRO","es"
"[TKT-06167] search index - shows stale data","Team support reports that search index shows stale data while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06167.","Request","high","PRO","en"
"[TKT-06168] web dashboard - returns timeout","Team ops reports that web dashboard returns timeout while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06168.","Problem","high","MEDIUM","en"
"[TKT-06169] auth service - is slow under load","El equipo de security reporta que auth service is slow under load during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06169.","Request","medium","BASIC","es"
"[TKT-06170] search index - shows stale data","Das Team ops meldet, dass search index shows stale data after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06170.","Incident","medium","MEDIUM","de"
"[TKT-06171] api gateway - returns 500 error","Das Team sales meldet, dass api gateway returns 500 error during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06171.","Request","low","MEDIUM","de"
"[TKT-06172] web dashboard - is slow under load","Das Team product meldet, dass web dashboard is slow under load during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06172.","Problem","medium","PRO","de"
"[TKT-06173] reporting job - has intermittent errors","Team support reports that reporting job has intermittent errors during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06173.","Incident","medium","BASIC","en"
"[TKT-06174] search index - has intermittent errors","Das Team product meldet, dass search index has intermittent errors while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06174.","Incident","high","PRO","de"
"[TKT-06175] etl pipeline - has intermittent errors","Das Team finance meldet, dass etl pipeline has intermittent errors during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06175.","Request","low","PRO","de"
"[TKT-06176] reporting job - rejects valid input","El equipo de product reporta que reporting job rejects valid input after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06176.","Request","medium","PRO","es"
"[TKT-06177] search index - creates duplicate entries","Team analytics reports that search index creates duplicate entries during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06177.","Incident","high","PRO","en"
"[TKT-06178] reporting job - shows stale data","Team product reports that reporting job shows stale data when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06178.","Problem","low","BASIC","en"
"[TKT-06179] etl pipeline - is slow under load","Das Team finance meldet, dass etl pipeline is slow under load after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06179.","Request","medium","MEDIUM","de"
"[TKT-06180] auth service - misses scheduled tasks","Team ops reports that auth service misses scheduled tasks during background sync. Please investigate and provide mitigation steps. Internal reference TKT-06180.","Problem","medium","PRO","en"
"[TKT-06181] mobile app - is slow under load","El equipo de hr reporta que mobile app is slow under load during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06181.","Request","medium","BASIC","es"
"[TKT-06182] mobile app - fails validation","El equipo de analytics reporta que mobile app fails validation during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06182.","Problem","low","BASIC","es"
"[TKT-06183] data sync - drops connection","El equipo de finance reporta que data sync drops connection after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06183.","Incident","medium","MEDIUM","es"
"[TKT-06184] mobile app - returns timeout","Das Team support meldet, dass mobile app returns timeout after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06184.","Problem","medium","PRO","de"
"[TKT-06185] web dashboard - breaks session state","Das Team hr meldet, dass web dashboard breaks session state when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06185.","Incident","high","MEDIUM","de"
"[TKT-06186] notification worker - shows stale data","Das Team sales meldet, dass notification worker shows stale data after cache clear. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06186.","Problem","medium","BASIC","de"
"[TKT-06187] etl pipeline - breaks session state","Team analytics reports that etl pipeline breaks session state after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06187.","Request","low","BASIC","en"
"[TKT-06188] mobile app - creates duplicate entries","El equipo de security reporta que mobile app creates duplicate entries while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06188.","Incident","medium","MEDIUM","es"
"[TKT-06189] notification worker - is slow under load","El equipo de ops reporta que notification worker is slow under load during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06189.","Problem","low","BASIC","es"
"[TKT-06190] reporting job - returns timeout","El equipo de analytics reporta que reporting job returns timeout after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06190.","Request","low","MEDIUM","es"
"[TKT-06191] notification worker - creates duplicate entries","Das Team finance meldet, dass notification worker creates duplicate entries during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06191.","Problem","low","PRO","de"
"[TKT-06192] data sync - fails validation","Team security reports that data sync fails validation after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-06192.","Problem","medium","BASIC","en"
"[TKT-06193] search index - cannot export report","Team analytics reports that search index cannot export report after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06193.","Incident","low","MEDIUM","en"
"[TKT-06194] search index - has intermittent errors","Team finance reports that search index has intermittent errors during background sync. Please investigate and provide mitigation steps. Internal reference TKT-06194.","Incident","medium","PRO","en"
"[TKT-06195] billing service - fails validation","El equipo de support reporta que billing service fails validation during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06195.","Request","low","MEDIUM","es"
"[TKT-06196] api gateway - rejects valid input","Team analytics reports that api gateway rejects valid input while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06196.","Request","medium","MEDIUM","en"
"[TKT-06197] crm connector - breaks session state","El equipo de analytics reporta que crm connector breaks session state during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06197.","Request","high","PRO","es"
"[TKT-06198] data sync - fails validation","Das Team sales meldet, dass data sync fails validation when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06198.","Request","medium","PRO","de"
"[TKT-06199] data sync - breaks session state","Team support reports that data sync breaks session state after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06199.","Problem","medium","PRO","en"
"[TKT-06200] data sync - breaks session state","El equipo de ops reporta que data sync breaks session state during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06200.","Incident","medium","BASIC","es"
"[TKT-06201] search index - creates duplicate entries","Team security reports that search index creates duplicate entries during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06201.","Incident","medium","BASIC","en"
"[TKT-06202] crm connector - misses scheduled tasks","Team sales reports that crm connector misses scheduled tasks after role changes. Please investigate and provide mitigation steps. Internal reference TKT-06202.","Request","low","BASIC","en"
"[TKT-06203] api gateway - has intermittent errors","Das Team ops meldet, dass api gateway has intermittent errors when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06203.","Incident","low","MEDIUM","de"
"[TKT-06204] data sync - breaks session state","El equipo de ops reporta que data sync breaks session state during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06204.","Request","low","MEDIUM","es"
"[TKT-06205] etl pipeline - creates duplicate entries","El equipo de analytics reporta que etl pipeline creates duplicate entries after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06205.","Incident","low","BASIC","es"
"[TKT-06206] billing service - shows stale data","El equipo de product reporta que billing service shows stale data during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06206.","Problem","low","BASIC","es"
"[TKT-06207] auth service - misses scheduled tasks","Das Team finance meldet, dass auth service misses scheduled tasks when uploading csv files. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06207.","Problem","medium","MEDIUM","de"
"[TKT-06208] billing service - shows stale data","Team product reports that billing service shows stale data when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06208.","Incident","high","MEDIUM","en"
"[TKT-06209] crm connector - creates duplicate entries","Das Team analytics meldet, dass crm connector creates duplicate entries while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06209.","Request","medium","BASIC","de"
"[TKT-06210] crm connector - fails validation","El equipo de support reporta que crm connector fails validation while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06210.","Problem","high","MEDIUM","es"
"[TKT-06211] mobile app - creates duplicate entries","Das Team analytics meldet, dass mobile app creates duplicate entries while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06211.","Problem","high","BASIC","de"
"[TKT-06212] api gateway - returns 500 error","El equipo de finance reporta que api gateway returns 500 error after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06212.","Problem","low","MEDIUM","es"
"[TKT-06213] api gateway - returns 500 error","Das Team support meldet, dass api gateway returns 500 error while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06213.","Request","high","BASIC","de"
"[TKT-06214] web dashboard - shows stale data","Team sales reports that web dashboard shows stale data during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06214.","Request","low","BASIC","en"
"[TKT-06215] reporting job - drops connection","El equipo de security reporta que reporting job drops connection during timezone conversion. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06215.","Incident","high","PRO","es"
"[TKT-06216] api gateway - misses scheduled tasks","El equipo de product reporta que api gateway misses scheduled tasks during background sync. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06216.","Incident","low","BASIC","es"
"[TKT-06217] billing service - cannot export report","El equipo de security reporta que billing service cannot export report when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06217.","Incident","low","PRO","es"
"[TKT-06218] billing service - cannot export report","El equipo de support reporta que billing service cannot export report after token refresh. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06218.","Incident","low","PRO","es"
"[TKT-06219] billing service - returns 500 error","Das Team product meldet, dass billing service returns 500 error during timezone conversion. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06219.","Problem","low","PRO","de"
"[TKT-06220] reporting job - misses scheduled tasks","El equipo de finance reporta que reporting job misses scheduled tasks after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06220.","Incident","high","MEDIUM","es"
"[TKT-06221] reporting job - drops connection","Das Team analytics meldet, dass reporting job drops connection during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06221.","Request","low","BASIC","de"
